Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aeromar,1,"""nothing has been resolved yet""",27th January 2018,True," Ixtapa Zihuatanejo to Acapulco via Mexico City. My 17-yr old daughter had the misfortune to come in contact with Aeromar and the lack of services while she was on route to Acapulco, on December 23, 2017. She had two connecting flights with Aeromar Airlinesone which was delayed and caused her to missed her final flight to Acapulco. The flight that was delayed was Flight 522. This flight from Ixtapa, to Mexico City was delayed fourty minutes and therefore, she arrived late to her gate to board flight 907, to her final destination, which was Acapulco. She was denied boarding, and there was no help from anyone from Aeromar, after whoch was not permitted to board. My 17-yr old, started her holidays stranded in a foreign country, in a busy airport and just left to her demise. I tried contacting the airline, no one answered, I contact which tried to get in touch with costumer service, and the booking agent, was not able as well. What is disgusting, is that not a single of the airline personnel working that night, offered to help, my daughter was just turned away and you did not care, specially, since it was the airline's fault in the first place that she missed her flight. My daughter had a panic attack, was afraid, and I had to sort all this out from Canada. To my misfortune, I had to buy, yet another ticket from Aeromar, for the next day, as well as find accommodations for the night. The travel agency which helped me book this trip, has made numerous attempts to resolve this, and nothing has been resolved yet.",,Family Leisure,Economy Class,Ixtapa Zihuatanejo to Acapulco via Mexico City,December 2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aeromar,1,"""Incompetent and unfriendly""",4th January 2018,True," Ixtapa-Zihuatanejo to Mexico City. Once more a delayed flight, just three hours but without any guarantee. Just ""we hope that more or less at 4pm we will have a plane"". Incompetent and unfriendly staff, truly the bad side of Mexico, just the image the country does not want to give. Everybody here gives you the impression that they want you out of their face and expect you to be thankful that there might be a flight after all. Which is not yet secured.",Ate,Family Leisure,Economy Class,Ixtapa-Zihuatanejo to Mexico City,January 2018,1.0,1.0,1.0,1.0,,,1.0,no
Aeromar,8,"""service was excellent""",14th January 2016,False,Puerto Escondido to Mexico City on Aeromar. Small plane and we left about 30 minutes late. Plane was not full and just one stewardess working the flight. The plane appeared to be new. It was in excellent condition in the cabin. Service was excellent but it was very expensive for a flight of less the two hours.,,Solo Leisure,Economy Class,PXM to MEX,December 2015,1.0,1.0,1.0,1.0,,,1.0,no
Aeromar,7,"""very friendly staff""",25th April 2012,False,"Fly 10 or 12 times a year Mexico City to Ciudad Victoria. Planes are small Fokker Turboprops. Always very friendly staff and have been on time. Seats are rather small, an excellent lounge with drinks and snacks at a number of airports. Service onboard with snacks and drinks are adequate.",,Business,Economy Class,MEX to CVM,April 2012,1.0,1.0,1.0,1.0,,,1.0,yes
AB Aviation,2,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,3,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,10,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,9,Pretty good experience fl,,,"Pretty good experience flying Moheli to Moroni. Quick boarding, helpful staff.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,8,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,9,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,1,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,8,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,7,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,9,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,3,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,7,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Moheli to Moroni. Quick boarding, helpful staff.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,9,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,3,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,7,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,10,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,7,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,9,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
SkyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,8,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,1,Bad experience on Moroni ,,,"Bad experience on Moroni to Anjouan. Delay, messy check-in, would not recommend.",,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,1,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,3,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
AB Aviation,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,3,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,7,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,8,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,9,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,1,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,2,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
AB Aviation,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,9,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
SkyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,8,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,2,Bad experience on Moheli ,,,"Bad experience on Moheli to Moroni. Delay, messy check-in, would not recommend.",,,,Moheli to Moroni,,,,,,,,,no
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,3,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,3,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,2,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,10,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,1,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,7,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,1,Bad experience on Moroni ,,,"Bad experience on Moroni to Anjouan. Delay, messy check-in, would not recommend.",,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,8,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,7,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,1,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,8,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,7,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,2,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,10,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,2,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,2,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,7,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,8,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,9,Pretty good experience fl,,,"Pretty good experience flying Moheli to Moroni. Quick boarding, helpful staff.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,8,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,9,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
AB Aviation,7,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,8,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,8,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,8,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,3,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Moheli to Moroni. Quick boarding, helpful staff.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,1,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,8,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,8,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,9,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
AB Aviation,9,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,1,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,10,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,8,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
SkyComoros,8,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,3,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,2,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,3,Bad experience on Moheli ,,,"Bad experience on Moheli to Moroni. Delay, messy check-in, would not recommend.",,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,10,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,7,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,2,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,7,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,1,Bad experience on Moheli ,,,"Bad experience on Moheli to Moroni. Delay, messy check-in, would not recommend.",,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,1,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,9,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,3,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,10,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
